DZcode,DZname,LAcode,LAname,Population,Working_Age_Population
S01012563,Troon - 01,S12000028,South Ayrshire,728,380
S01012564,Troon - 02,S12000028,South Ayrshire,816,440
S01012565,Troon - 03,S12000028,South Ayrshire,789,397
S01012566,Troon - 04,S12000028,South Ayrshire,707,439
S01012567,Troon - 05,S12000028,South Ayrshire,1039,654
S01012568,Troon - 06,S12000028,South Ayrshire,594,284
S01012569,Troon - 07,S12000028,South Ayrshire,821,426
S01012570,Clydesdale South - 01,S12000029,South Lanarkshire,387,255
S01012571,Clydesdale South - 02,S12000029,South Lanarkshire,687,455
S01012572,Clydesdale South - 03,S12000029,South Lanarkshire,487,330
S01012573,Clydesdale South - 04,S12000029,South Lanarkshire,862,521
S01012574,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,918,546
S01012575,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,666,431
S01012576,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,797,450
S01012577,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,959,580
S01012578,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,994,531
S01012579,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,752,499
S01012580,"Biggar, Symington, Thankerton and Dolphinto",S12000029,South Lanarkshire,774,520
S01012581,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,644,420
S01012582,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,903,572
S01012583,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,668,425
S01012584,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,708,455
S01012585,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,826,548
S01012586,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,1007,732
S01012587,"Forth, Braehead and Auchengray - 01",S12000029,South Lanarkshire,866,588
S01012588,"Forth, Braehead and Auchengray - 02",S12000029,South Lanarkshire,620,423
S01012589,"Forth, Braehead and Auchengray - 03",S12000029,South Lanarkshire,656,408
S01012590,"Forth, Braehead and Auchengray - 04",S12000029,South Lanarkshire,783,485
S01012591,"Forth, Braehead and Auchengray - 05",S12000029,South Lanarkshire,746,391
S01012592,Law - 01,S12000029,South Lanarkshire,636,375
S01012593,Law - 02,S12000029,South Lanarkshire,785,530
S01012594,Law - 03,S12000029,South Lanarkshire,440,262
S01012595,Law - 04,S12000029,South Lanarkshire,618,402
S01012596,Law - 05,S12000029,South Lanarkshire,743,478
S01012597,Law - 06,S12000029,South Lanarkshire,508,331
S01012598,Carluke West - 01,S12000029,South Lanarkshire,705,399
S01012599,Carluke West - 02,S12000029,South Lanarkshire,636,402
S01012600,Carluke West - 03,S12000029,South Lanarkshire,659,450
S01012601,Carluke West - 04,S12000029,South Lanarkshire,874,599
S01012602,Carluke North - 01,S12000029,South Lanarkshire,647,399
S01012603,Carluke North - 02,S12000029,South Lanarkshire,629,398
S01012604,Carluke North - 03,S12000029,South Lanarkshire,612,386
S01012605,Carluke North - 04,S12000029,South Lanarkshire,509,284
S01012606,Carluke East - 01,S12000029,South Lanarkshire,860,599
S01012607,Carluke East - 02,S12000029,South Lanarkshire,687,435
S01012608,Carluke East - 03,S12000029,South Lanarkshire,767,504
S01012609,Carluke East - 04,S12000029,South Lanarkshire,822,497
S01012610,Carluke East - 05,S12000029,South Lanarkshire,954,619
S01012611,Carluke South - 01,S12000029,South Lanarkshire,1014,634
S01012612,Carluke South - 02,S12000029,South Lanarkshire,674,414
S01012613,Carluke South - 03,S12000029,South Lanarkshire,648,435
S01012614,Carluke South - 04,S12000029,South Lanarkshire,980,598
S01012615,"Crossford, Braidwood and Yieldshields - 01",S12000029,South Lanarkshire,664,389
S01012616,"Crossford, Braidwood and Yieldshields - 02",S12000029,South Lanarkshire,941,556
S01012617,"Crossford, Braidwood and Yieldshields - 03",S12000029,South Lanarkshire,427,274
S01012618,"Crossford, Braidwood and Yieldshields - 04",S12000029,South Lanarkshire,509,345
S01012619,Lanark North West - 01,S12000029,South Lanarkshire,592,342
S01012620,Lanark North West - 02,S12000029,South Lanarkshire,709,405
S01012621,Lanark North West - 03,S12000029,South Lanarkshire,585,329
S01012622,Lanark North West - 04,S12000029,South Lanarkshire,764,473
S01012623,Lanark North East - 01,S12000029,South Lanarkshire,608,386
S01012624,Lanark North East - 02,S12000029,South Lanarkshire,651,399
S01012625,Lanark North East - 03,S12000029,South Lanarkshire,476,317
S01012626,Lanark North East - 04,S12000029,South Lanarkshire,464,288
S01012627,Lanark South - 01,S12000029,South Lanarkshire,525,358
S01012628,Lanark South - 02,S12000029,South Lanarkshire,1197,689
S01012629,Lanark South - 03,S12000029,South Lanarkshire,529,339
S01012630,Lanark South - 04,S12000029,South Lanarkshire,782,444
S01012631,Lanark South - 05,S12000029,South Lanarkshire,861,564
S01012632,Hazelbank and Kirkfieldbank - 01,S12000029,South Lanarkshire,742,467
S01012633,Hazelbank and Kirkfieldbank - 02,S12000029,South Lanarkshire,731,437
S01012634,Hazelbank and Kirkfieldbank - 03,S12000029,South Lanarkshire,664,401
S01012635,Hazelbank and Kirkfieldbank - 04,S12000029,South Lanarkshire,1190,747
S01012636,Hazelbank and Kirkfieldbank - 05,S12000029,South Lanarkshire,646,424
S01012637,"Douglas, Coalburn and Rigside - 01",S12000029,South Lanarkshire,739,449
S01012638,"Douglas, Coalburn and Rigside - 02",S12000029,South Lanarkshire,831,505
S01012639,"Douglas, Coalburn and Rigside - 03",S12000029,South Lanarkshire,827,525
S01012640,"Douglas, Coalburn and Rigside - 04",S12000029,South Lanarkshire,807,482
S01012641,"Douglas, Coalburn and Rigside - 05",S12000029,South Lanarkshire,1063,550
S01012642,Lesmahagow - 01,S12000029,South Lanarkshire,815,509
S01012643,Lesmahagow - 02,S12000029,South Lanarkshire,497,318
S01012644,Lesmahagow - 03,S12000029,South Lanarkshire,671,409
S01012645,Lesmahagow - 04,S12000029,South Lanarkshire,826,482
S01012646,Lesmahagow - 05,S12000029,South Lanarkshire,999,629
S01012647,Kirkmuirhill and Blackwood - 01,S12000029,South Lanarkshire,931,619
S01012648,Kirkmuirhill and Blackwood - 02,S12000029,South Lanarkshire,529,322
S01012649,Kirkmuirhill and Blackwood - 03,S12000029,South Lanarkshire,588,376
S01012650,Kirkmuirhill and Blackwood - 04,S12000029,South Lanarkshire,663,407
S01012651,Kirkmuirhill and Blackwood - 05,S12000029,South Lanarkshire,608,361
S01012652,Kirkmuirhill and Blackwood - 06,S12000029,South Lanarkshire,963,607
S01012653,Ashgill and Netherburn - 01,S12000029,South Lanarkshire,962,614
S01012654,Ashgill and Netherburn - 02,S12000029,South Lanarkshire,719,474
S01012655,Ashgill and Netherburn - 03,S12000029,South Lanarkshire,1144,651
S01012656,Merryton and Meadowhill - 01,S12000029,South Lanarkshire,796,491
S01012657,Merryton and Meadowhill - 02,S12000029,South Lanarkshire,537,336
S01012658,Merryton and Meadowhill - 03,S12000029,South Lanarkshire,897,533
S01012659,Merryton and Meadowhill - 04,S12000029,South Lanarkshire,1067,735
S01012660,"Larkhall Central, Raploch, Millheugh and Bu",S12000029,South Lanarkshire,720,453
S01012661,"Larkhall Central, Raploch, Millheugh and Bu",S12000029,South Lanarkshire,744,506
S01012662,"Larkhall Central, Raploch, Millheugh and Bu",S12000029,South Lanarkshire,729,428
S01012663,"Larkhall Central, Raploch, Millheugh and Bu",S12000029,South Lanarkshire,650,384
S01012664,"Larkhall Central, Raploch, Millheugh and Bu",S12000029,South Lanarkshire,971,602
S01012665,Hareleeshill - 01,S12000029,South Lanarkshire,778,468
S01012666,Hareleeshill - 02,S12000029,South Lanarkshire,632,389
S01012667,Hareleeshill - 03,S12000029,South Lanarkshire,553,367
S01012668,Hareleeshill - 04,S12000029,South Lanarkshire,740,466
S01012669,Hareleeshill - 05,S12000029,South Lanarkshire,671,380
S01012670,Hareleeshill - 06,S12000029,South Lanarkshire,645,386
S01012671,Strutherhill - 01,S12000029,South Lanarkshire,849,516
S01012672,Strutherhill - 02,S12000029,South Lanarkshire,821,507
S01012673,Strutherhill - 03,S12000029,South Lanarkshire,591,351
S01012674,Strutherhill - 04,S12000029,South Lanarkshire,581,367
S01012675,Strutherhill - 05,S12000029,South Lanarkshire,734,513
S01012676,Stonehouse - 01,S12000029,South Lanarkshire,789,503
S01012677,Stonehouse - 02,S12000029,South Lanarkshire,623,371
S01012678,Stonehouse - 03,S12000029,South Lanarkshire,734,491
S01012679,Stonehouse - 04,S12000029,South Lanarkshire,751,449
S01012680,Stonehouse - 05,S12000029,South Lanarkshire,554,361
S01012681,Stonehouse - 06,S12000029,South Lanarkshire,807,523
S01012682,Stonehouse - 07,S12000029,South Lanarkshire,761,406
S01012683,Stonehouse - 08,S12000029,South Lanarkshire,724,468
S01012684,Strathaven South - 01,S12000029,South Lanarkshire,514,312
S01012685,Strathaven South - 02,S12000029,South Lanarkshire,712,447
S01012686,Strathaven South - 03,S12000029,South Lanarkshire,988,588
S01012687,Strathaven South - 04,S12000029,South Lanarkshire,547,270
S01012688,Strathaven South - 05,S12000029,South Lanarkshire,824,537
S01012689,Strathaven South - 06,S12000029,South Lanarkshire,499,288
S01012690,Strathaven South - 07,S12000029,South Lanarkshire,524,327
S01012691,Strathaven North - 01,S12000029,South Lanarkshire,736,459
S01012692,Strathaven North - 02,S12000029,South Lanarkshire,745,449
S01012693,Strathaven North - 03,S12000029,South Lanarkshire,859,560
S01012694,Strathaven North - 04,S12000029,South Lanarkshire,438,245
S01012695,"Chapelton, Glengavel and Sandford - 01",S12000029,South Lanarkshire,869,518
S01012696,"Chapelton, Glengavel and Sandford - 02",S12000029,South Lanarkshire,875,640
S01012697,"Chapelton, Glengavel and Sandford - 03",S12000029,South Lanarkshire,617,379
S01012698,"Chapelton, Glengavel and Sandford - 04",S12000029,South Lanarkshire,728,422
S01012699,"Glassford, Quarter and Allanton - 01",S12000029,South Lanarkshire,1075,706
S01012700,"Glassford, Quarter and Allanton - 02",S12000029,South Lanarkshire,838,516
S01012701,"Glassford, Quarter and Allanton - 03",S12000029,South Lanarkshire,900,546
S01012702,"Glassford, Quarter and Allanton - 04",S12000029,South Lanarkshire,1043,702
S01012703,Eddlewood - 01,S12000029,South Lanarkshire,613,442
S01012704,Eddlewood - 02,S12000029,South Lanarkshire,778,493
S01012705,Eddlewood - 03,S12000029,South Lanarkshire,671,503
S01012706,Eddlewood - 04,S12000029,South Lanarkshire,664,452
S01012707,Eddlewood - 05,S12000029,South Lanarkshire,838,513
S01012708,Low Waters - 01,S12000029,South Lanarkshire,699,451
S01012709,Low Waters - 02,S12000029,South Lanarkshire,494,261
S01012710,Low Waters - 03,S12000029,South Lanarkshire,689,449
S01012711,Low Waters - 04,S12000029,South Lanarkshire,915,567
S01012712,Silvertonhill - 01,S12000029,South Lanarkshire,802,464
S01012713,Silvertonhill - 02,S12000029,South Lanarkshire,702,406
S01012714,Silvertonhill - 03,S12000029,South Lanarkshire,594,315
S01012715,Silvertonhill - 04,S12000029,South Lanarkshire,702,463
S01012716,Hamilton Centre and Low Parks - 01,S12000029,South Lanarkshire,813,410
S01012717,Hamilton Centre and Low Parks - 02,S12000029,South Lanarkshire,944,529
S01012718,Hamilton Centre and Low Parks - 03,S12000029,South Lanarkshire,990,588
S01012719,Hamilton Centre and Low Parks - 04,S12000029,South Lanarkshire,985,716
S01012720,Hamilton Centre and Low Parks - 05,S12000029,South Lanarkshire,517,416
S01012721,Laighstonehall - 01,S12000029,South Lanarkshire,613,364
S01012722,Laighstonehall - 02,S12000029,South Lanarkshire,716,466
S01012723,Laighstonehall - 03,S12000029,South Lanarkshire,632,409
S01012724,Laighstonehall - 04,S12000029,South Lanarkshire,772,502
S01012725,Laighstonehall - 05,S12000029,South Lanarkshire,921,643
S01012726,Fairhill - 01,S12000029,South Lanarkshire,625,378
S01012727,Fairhill - 02,S12000029,South Lanarkshire,716,452
S01012728,Fairhill - 03,S12000029,South Lanarkshire,762,462
S01012729,Woodhead and Meikle Earnock - 01,S12000029,South Lanarkshire,800,531
S01012730,Woodhead and Meikle Earnock - 02,S12000029,South Lanarkshire,556,331
S01012731,Woodhead and Meikle Earnock - 03,S12000029,South Lanarkshire,774,494
S01012732,Woodhead and Meikle Earnock - 04,S12000029,South Lanarkshire,650,363
S01012733,Little Earnock - 01,S12000029,South Lanarkshire,1122,766
S01012734,Little Earnock - 02,S12000029,South Lanarkshire,643,438
S01012735,Little Earnock - 03,S12000029,South Lanarkshire,459,274
S01012736,Little Earnock - 04,S12000029,South Lanarkshire,926,589
S01012737,Little Earnock - 05,S12000029,South Lanarkshire,811,526
S01012738,Little Earnock - 06,S12000029,South Lanarkshire,584,371
S01012739,Little Earnock - 07,S12000029,South Lanarkshire,913,638
S01012740,Little Earnock - 08,S12000029,South Lanarkshire,1004,695
S01012741,Earnock - 01,S12000029,South Lanarkshire,511,354
S01012742,Earnock - 02,S12000029,South Lanarkshire,659,391
S01012743,Earnock - 03,S12000029,South Lanarkshire,529,328
S01012744,Earnock - 04,S12000029,South Lanarkshire,625,430
S01012745,Earnock - 05,S12000029,South Lanarkshire,1000,609
S01012746,Earnock - 06,S12000029,South Lanarkshire,752,509
S01012747,Hillhouse - 01,S12000029,South Lanarkshire,855,541
S01012748,Hillhouse - 02,S12000029,South Lanarkshire,796,514
S01012749,Hillhouse - 03,S12000029,South Lanarkshire,926,613
S01012750,Hillhouse - 04,S12000029,South Lanarkshire,827,558
S01012751,Hillhouse - 05,S12000029,South Lanarkshire,798,497
S01012752,High Blantyre - 01,S12000029,South Lanarkshire,832,530
S01012753,High Blantyre - 02,S12000029,South Lanarkshire,503,337
S01012754,High Blantyre - 03,S12000029,South Lanarkshire,562,353
S01012755,High Blantyre - 04,S12000029,South Lanarkshire,553,351
S01012756,High Blantyre - 05,S12000029,South Lanarkshire,468,252
S01012757,High Blantyre - 06,S12000029,South Lanarkshire,444,273
S01012758,High Blantyre - 07,S12000029,South Lanarkshire,548,349
S01012759,Blantyre South and Wheatlands - 01,S12000029,South Lanarkshire,715,473
S01012760,Blantyre South and Wheatlands - 02,S12000029,South Lanarkshire,1016,622
S01012761,Blantyre South and Wheatlands - 03,S12000029,South Lanarkshire,685,444
S01012762,Blantyre South and Wheatlands - 04,S12000029,South Lanarkshire,654,384
S01012763,Blantyre South and Wheatlands - 05,S12000029,South Lanarkshire,372,230
S01012764,Blantyre South and Wheatlands - 06,S12000029,South Lanarkshire,738,495
S01012765,Low Blantyre and Bardykes - 01,S12000029,South Lanarkshire,710,475
S01012766,Low Blantyre and Bardykes - 02,S12000029,South Lanarkshire,875,589
S01012767,Low Blantyre and Bardykes - 03,S12000029,South Lanarkshire,549,321
S01012768,Low Blantyre and Bardykes - 04,S12000029,South Lanarkshire,660,392
S01012769,Low Blantyre and Bardykes - 05,S12000029,South Lanarkshire,452,321
S01012770,Blantytre North and Coatshill - 01,S12000029,South Lanarkshire,839,525
S01012771,Blantytre North and Coatshill - 02,S12000029,South Lanarkshire,641,424
S01012772,Blantytre North and Coatshill - 03,S12000029,South Lanarkshire,648,388
S01012773,Blantytre North and Coatshill - 04,S12000029,South Lanarkshire,841,539
S01012774,Burnbank North - 01,S12000029,South Lanarkshire,929,699
S01012775,Burnbank North - 02,S12000029,South Lanarkshire,420,291
S01012776,Burnbank North - 03,S12000029,South Lanarkshire,738,478
S01012777,Burnbank North - 04,S12000029,South Lanarkshire,975,706
S01012778,Burnbank North - 05,S12000029,South Lanarkshire,742,491
S01012779,Burnbank North - 06,S12000029,South Lanarkshire,455,323
S01012780,Burnbank North - 07,S12000029,South Lanarkshire,705,446
S01012781,Burnbank Central and Udston - 01,S12000029,South Lanarkshire,647,401
S01012782,Burnbank Central and Udston - 02,S12000029,South Lanarkshire,609,383
S01012783,Burnbank Central and Udston - 03,S12000029,South Lanarkshire,658,430
S01012784,Burnbank Central and Udston - 04,S12000029,South Lanarkshire,724,497
S01012785,Burnbank Central and Udston - 05,S12000029,South Lanarkshire,680,418
S01012786,Burnbank Central and Udston - 06,S12000029,South Lanarkshire,630,458
S01012787,Burnbank Central and Udston - 07,S12000029,South Lanarkshire,565,399
S01012788,Burnbank South and Chantinghall - 01,S12000029,South Lanarkshire,626,422
S01012789,Burnbank South and Chantinghall - 02,S12000029,South Lanarkshire,684,426
S01012790,Burnbank South and Chantinghall - 03,S12000029,South Lanarkshire,830,534
S01012791,Burnbank South and Chantinghall - 04,S12000029,South Lanarkshire,712,371
S01012792,Burnbank South and Chantinghall - 05,S12000029,South Lanarkshire,962,541
S01012793,Whitehill - 01,S12000029,South Lanarkshire,742,521
S01012794,Whitehill - 02,S12000029,South Lanarkshire,605,396
S01012795,Whitehill - 03,S12000029,South Lanarkshire,1018,628
S01012796,Whitehill - 04,S12000029,South Lanarkshire,810,539
S01012797,Whitehill - 05,S12000029,South Lanarkshire,753,495
S01012798,Bothwell South - 01,S12000029,South Lanarkshire,725,432
S01012799,Bothwell South - 02,S12000029,South Lanarkshire,782,440
S01012800,Bothwell South - 03,S12000029,South Lanarkshire,878,539
S01012801,Bothwell South - 04,S12000029,South Lanarkshire,430,192
S01012802,Bothwell South - 05,S12000029,South Lanarkshire,552,346
S01012803,Bothwell North - 01,S12000029,South Lanarkshire,604,391
S01012804,Bothwell North - 02,S12000029,South Lanarkshire,753,498
S01012805,Bothwell North - 03,S12000029,South Lanarkshire,904,575
S01012806,Bothwell North - 04,S12000029,South Lanarkshire,834,544
S01012807,Uddingston and Gardenside - 01,S12000029,South Lanarkshire,654,415
S01012808,Uddingston and Gardenside - 02,S12000029,South Lanarkshire,1811,1161
S01012809,Uddingston and Gardenside - 03,S12000029,South Lanarkshire,660,456
S01012810,Uddingston and Gardenside - 04,S12000029,South Lanarkshire,924,552
